DISTRICT,STATION,TEMP,RH,EHI,Light Work Heat Stress Zone,Unnamed: 6,EHI_350 (in shade),Hard Labor Heat Stress Zone,LOGGED_AT (IST),EHI (in shade),Local Region,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun,EHI_350 (in shade °C)
DELHI,IGNOU,26.2,63.0,27.1,Region 4,,42.0,Zone 5,2025-05-05 07:59:14,,,26.9,Zone 4,27.7,Zone 4,32.2,Zone 4,32.9,Zone 4,37.2,Zone 4,45.3,Zone 5,43.6,Zone 5,51.0,Zone 5,43.6
CENTRAL_DELHI,PUSA_AMFU,25.2,73.0,26.4,Region 4,,45.1,Zone 5,2025-05-05 07:59:14,,,26.1,Zone 4,27.3,Zone 4,31.8,Zone 4,32.7,Zone 4,37.0,Zone 4,47.4,Zone 5,46.7,Zone 5,51.9,Zone 5,46.7
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.7,71.0,25.6,Region 4,,40.5,Zone 5,2025-05-05 07:59:14,,,25.3,Zone 4,26.3,Zone 4,30.8,Zone 4,31.5,Zone 4,35.9,Zone 4,43.4,Zone 5,42.1,Zone 5,50.6,Zone 5,42.1
GURGAON,NORTHCAP_UNIVERSITY,29.3,49.0,30.2,Region 4,,45.0,Zone 5,2025-05-05 09:06:44,,,30.5,Zone 4,31.2,Zone 4,35.6,Zone 4,36.2,Zone 4,40.4,Zone 4,48.0,Zone 5,49.0,Zone 5,52.4,Zone 5,49.0
SOUTH_WEST_DELHI,NAJAFGARH,27.2,74.0,29.6,Region 4,,58.6,Zone 5,2025-05-05 09:06:44,,,29.2,Zone 4,31.3,Zone 4,35.3,Zone 4,45.7,Zone 5,42.9,Zone 5,51.7,Zone 5,59.2,Zone 5,55.5,Zone 5,59.2
NORTH_WEST_DELHI,MUNGESHPUR,27.6,64.0,29.2,Region 4,,51.4,Zone 5,2025-05-05 09:06:44,,,29.1,Zone 4,30.5,Zone 4,34.7,Zone 4,38.4,Zone 5,40.0,Zone 4,49.5,Zone 5,53.5,Zone 5,53.7,Zone 5,53.5
NORTH_DELHI,DELHI_UNIVERSITY,29.3,56.0,31.0,Region 4,,53.1,Zone 5,2025-05-05 09:06:44,,,31.3,Zone 4,32.7,Zone 4,36.8,Zone 4,42.6,Zone 5,42.0,Zone 4,50.6,Zone 5,56.7,Zone 5,54.6,Zone 5,56.7
NEW_DELHI,SPORTS_COMPLEX,29.2,71.0,32.9,Region 4,,61.3,Zone 5,2025-05-05 09:06:44,,,32.5,Zone 4,37.6,Zone 5,38.9,Zone 4,50.1,Zone 5,54.4,Zone 5,54.7,Zone 5,61.6,Zone 5,58.2,Zone 5,61.6
NEW_DELHI,LODI ROAD,28.4,66.0,30.8,Region 4,,58.2,Zone 5,2025-05-05 09:06:44,,,30.9,Zone 4,32.8,Zone 4,36.9,Zone 4,47.0,Zone 5,44.6,Zone 5,52.1,Zone 5,59.5,Zone 5,55.9,Zone 5,59.5
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,26.9,61.0,28.0,Region 4,,44.1,Zone 5,2025-05-05 09:06:44,,,28.1,Zone 4,29.1,Zone 4,33.5,Zone 4,34.3,Zone 4,38.5,Zone 4,47.6,Zone 5,47.5,Zone 5,52.0,Zone 5,47.5
NORTH_WEST_DELHI,PITAMPURA,29.2,68.0,32.5,Region 4,,60.5,Zone 5,2025-05-05 09:06:44,,,32.1,Zone 4,34.4,Zone 4,38.3,Zone 4,48.9,Zone 5,50.7,Zone 5,53.7,Zone 5,60.8,Zone 5,57.3,Zone 5,60.8
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,27.0,57.0,27.8,Region 4,,41.7,Zone 5,2025-05-05 09:06:44,,,27.8,Zone 4,28.5,Zone 4,33.0,Zone 4,33.5,Zone 4,37.9,Zone 4,45.4,Zone 5,43.5,Zone 5,50.9,Zone 5,43.5
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,30.5,54.0,32.7,Region 4,,57.7,Zone 5,2025-05-05 09:06:44,,,32.7,Zone 4,34.1,Zone 4,38.2,Zone 4,46.5,Zone 5,43.4,Zone 4,51.7,Zone 5,59.2,Zone 5,55.5,Zone 5,59.2
DELHI,KV_NARAYNA,27.6,57.0,28.6,Region 4,,44.1,Zone 5,2025-05-05 09:06:44,,,28.5,Zone 4,29.3,Zone 4,33.8,Zone 4,34.4,Zone 4,38.7,Zone 4,47.3,Zone 5,46.3,Zone 5,51.7,Zone 5,46.3
DELHI,KV_JANAKPURI,27.9,55.0,28.9,Region 4,,43.7,Zone 5,2025-05-05 09:06:44,,,29.0,Zone 4,29.8,Zone 4,34.3,Zone 4,34.9,Zone 4,39.1,Zone 4,47.5,Zone 5,47.1,Zone 5,51.9,Zone 5,47.1
DELHI,KVK_CRPF_CAMPUS,27.4,60.0,28.6,Region 4,,46.0,Zone 5,2025-05-05 09:06:44,,,28.7,Zone 4,29.8,Zone 4,34.2,Zone 4,35.0,Zone 4,39.2,Zone 4,48.2,Zone 5,49.4,Zone 5,52.5,Zone 5,49.4
DELHI,IGNOU,29.0,55.0,30.5,Region 4,,50.2,Zone 5,2025-05-05 09:06:44,,,30.5,Zone 4,31.5,Zone 4,35.8,Zone 4,38.1,Zone 5,40.8,Zone 4,49.3,Zone 5,52.9,Zone 5,53.5,Zone 5,52.9
CENTRAL_DELHI,PUSA_AMFU,27.2,67.0,28.9,Region 4,,52.0,Zone 5,2025-05-05 09:06:44,,,28.6,Zone 4,30.0,Zone 4,34.3,Zone 4,38.2,Zone 5,39.6,Zone 4,49.5,Zone 5,53.4,Zone 5,53.7,Zone 5,53.4
GAZIABAD,KV2_AIRFORCE_HINDON,28.1,56.0,29.2,Region 4,,45.9,Zone 5,2025-05-05 09:06:44,,,29.1,Zone 4,30.0,Zone 4,34.4,Zone 4,35.1,Zone 4,39.3,Zone 4,47.8,Zone 5,48.2,Zone 5,52.2,Zone 5,48.2
SOUTH_WEST_DELHI,NAJAFGARH,28.2,68.0,30.6,Region 4,,58.9,Zone 5,2025-05-05 09:44:01,,,30.3,Zone 4,32.2,Zone 4,36.3,Zone 4,46.4,Zone 5,43.4,Zone 5,51.8,Zone 5,59.3,Zone 5,55.6,Zone 5,59.3
NORTH_WEST_DELHI,MUNGESHPUR,29.1,58.0,30.9,Region 4,,54.1,Zone 5,2025-05-05 09:44:01,,,30.8,Zone 4,32.1,Zone 4,36.3,Zone 4,41.7,Zone 5,41.5,Zone 4,50.3,Zone 5,56.0,Zone 5,54.4,Zone 5,56.0
NORTH_DELHI,DELHI_UNIVERSITY,28.9,58.0,30.6,Region 4,,52.9,Zone 5,2025-05-05 09:44:01,,,30.8,Zone 4,32.1,Zone 4,36.3,Zone 4,41.7,Zone 5,41.5,Zone 4,50.3,Zone 5,56.0,Zone 5,54.4,Zone 5,56.0
NEW_DELHI,SPORTS_COMPLEX,29.7,71.0,34.0,Region 4,,62.1,Zone 5,2025-05-05 09:44:01,,,33.6,Zone 4,42.0,Zone 5,40.1,Zone 4,51.3,Zone 5,57.9,Zone 5,55.8,Zone 5,62.3,Zone 5,59.1,Zone 5,62.3
NEW_DELHI,LODI ROAD,28.5,66.0,30.9,Region 4,,58.7,Zone 5,2025-05-05 09:44:01,,,30.9,Zone 4,32.8,Zone 4,36.9,Zone 4,47.0,Zone 5,44.6,Zone 5,52.1,Zone 5,59.5,Zone 5,55.9,Zone 5,59.5
GURGAON,NORTHCAP_UNIVERSITY,31.5,44.0,32.8,Region 4,,51.3,Zone 5,2025-05-05 09:44:01,,,32.8,Zone 4,33.5,Zone 4,37.8,Zone 4,39.8,Zone 5,42.6,Zone 4,49.6,Zone 5,53.9,Zone 5,53.7,Zone 5,53.9
GAZIABAD,KV2_AIRFORCE_HINDON,28.3,55.0,29.4,Region 4,,46.0,Zone 5,2025-05-05 09:44:01,,,29.7,Zone 4,30.7,Zone 4,35.0,Zone 4,35.7,Zone 4,40.0,Zone 4,48.4,Zone 5,50.0,Zone 5,52.7,Zone 5,50.0
NORTH_WEST_DELHI,PITAMPURA,29.5,68.0,33.1,Region 4,,61.0,Zone 5,2025-05-05 09:44:01,,,33.1,Zone 4,37.8,Zone 5,39.4,Zone 4,50.1,Zone 5,54.4,Zone 5,54.7,Zone 5,61.6,Zone 5,58.2,Zone 5,61.6
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,30.3,54.0,32.4,Region 4,,56.6,Zone 5,2025-05-05 09:44:01,,,32.7,Zone 4,34.1,Zone 4,38.2,Zone 4,46.5,Zone 5,43.4,Zone 4,51.7,Zone 5,59.2,Zone 5,55.5,Zone 5,59.2
DELHI,KV_NARAYNA,28.5,53.0,29.5,Region 4,,45.0,Zone 5,2025-05-05 09:44:01,,,29.5,Zone 4,30.3,Zone 4,34.7,Zone 4,35.3,Zone 4,39.6,Zone 4,47.7,Zone 5,47.8,Zone 5,52.1,Zone 5,47.8
DELHI,KV_JANAKPURI,28.7,52.0,29.7,Region 4,,45.0,Zone 5,2025-05-05 09:44:01,,,29.4,Zone 4,30.2,Zone 4,34.6,Zone 4,35.1,Zone 4,39.4,Zone 4,47.4,Zone 5,46.7,Zone 5,51.8,Zone 5,46.7
DELHI,KVK_CRPF_CAMPUS,28.3,54.0,29.3,Region 4,,44.9,Zone 5,2025-05-05 09:44:01,,,29.6,Zone 4,30.5,Zone 4,34.9,Zone 4,35.5,Zone 4,39.8,Zone 4,48.0,Zone 5,48.9,Zone 5,52.4,Zone 5,48.9
DELHI,IGNOU,29.1,54.0,30.5,Region 4,,49.6,Zone 5,2025-05-05 09:44:01,,,30.3,Zone 4,31.3,Zone 4,35.7,Zone 4,36.9,Zone 5,40.6,Zone 4,48.9,Zone 5,51.8,Zone 5,53.2,Zone 5,51.8
CENTRAL_DELHI,PUSA_AMFU,27.4,68.0,29.3,Region 4,,54.2,Zone 5,2025-05-05 09:44:01,,,29.5,Zone 4,31.2,Zone 4,35.3,Zone 4,42.8,Zone 5,40.8,Zone 4,50.8,Zone 5,57.3,Zone 5,54.8,Zone 5,57.3
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,27.4,55.0,28.2,Region 4,,42.0,Zone 5,2025-05-05 09:44:01,,,28.3,Zone 4,29.0,Zone 4,33.5,Zone 4,34.0,Zone 4,38.4,Zone 4,46.2,Zone 5,44.3,Zone 5,51.1,Zone 5,44.3
SOUTH_WEST_DELHI,NAJAFGARH,29.5,63.0,32.3,Region 4,,59.7,Zone 5,2025-05-05 10:40:52,,,32.3,Zone 4,34.3,Zone 4,38.2,Zone 4,48.1,Zone 5,48.1,Zone 5,53.0,Zone 5,60.3,Zone 5,56.7,Zone 5,60.3
NORTH_WEST_DELHI,PITAMPURA,30.9,62.0,34.8,Region 4,,61.6,Zone 5,2025-05-05 10:40:52,,,35.0,Zone 4,41.9,Zone 5,41.2,Zone 4,51.1,Zone 5,57.5,Zone 5,55.6,Zone 5,62.2,Zone 5,59.0,Zone 5,62.2
NORTH_WEST_DELHI,MUNGESHPUR,30.6,53.0,32.7,Region 4,,57.1,Zone 5,2025-05-05 10:40:52,,,32.5,Zone 4,33.9,Zone 4,38.0,Zone 4,45.5,Zone 5,43.1,Zone 4,51.3,Zone 5,58.8,Zone 5,55.2,Zone 5,58.8
NORTH_DELHI,DELHI_UNIVERSITY,30.7,51.0,32.6,Region 4,,55.4,Zone 5,2025-05-05 10:40:52,,,32.2,Zone 4,33.4,Zone 4,37.6,Zone 4,42.9,Zone 5,42.6,Zone 4,50.5,Zone 5,56.8,Zone 5,54.5,Zone 5,56.8
NEW_DELHI,SPORTS_COMPLEX,30.5,66.0,34.8,Region 4,,62.1,Zone 5,2025-05-05 10:40:52,,,34.8,Zone 4,43.6,Zone 5,41.2,Zone 4,51.6,Zone 5,58.9,Zone 5,56.1,Zone 5,62.6,Zone 5,59.4,Zone 5,62.6
NEW_DELHI,LODI ROAD,30.8,59.0,34.0,Region 4,,60.5,Zone 5,2025-05-05 10:40:52,,,34.4,Zone 4,37.3,Zone 5,40.4,Zone 4,49.8,Zone 5,53.6,Zone 5,54.5,Zone 5,61.4,Zone 5,58.0,Zone 5,61.4
GURGAON,NORTHCAP_UNIVERSITY,32.7,42.0,34.2,Region 4,,55.2,Zone 5,2025-05-05 10:40:52,,,33.9,Zone 4,34.7,Zone 4,39.0,Zone 4,43.2,Zone 5,43.7,Zone 4,50.5,Zone 5,56.6,Zone 5,54.5,Zone 5,56.6
GAZIABAD,KV2_AIRFORCE_HINDON,28.8,52.0,29.8,Region 4,,45.6,Zone 5,2025-05-05 10:40:52,,,30.1,Zone 4,31.0,Zone 4,35.3,Zone 4,36.0,Zone 4,40.2,Zone 4,48.2,Zone 5,49.6,Zone 5,52.5,Zone 5,49.6
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,28.3,50.0,29.0,Region 4,,42.5,Zone 5,2025-05-05 10:40:52,,,29.2,Zone 4,29.8,Zone 4,34.3,Zone 4,34.7,Zone 4,39.0,Zone 4,46.7,Zone 5,44.6,Zone 5,51.2,Zone 5,44.6
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,31.8,47.0,33.7,Region 4,,56.7,Zone 5,2025-05-05 10:40:52,,,34.0,Zone 4,35.2,Zone 4,39.3,Zone 4,46.5,Zone 5,44.3,Zone 4,51.7,Zone 5,59.3,Zone 5,55.5,Zone 5,59.3
DELHI,KV_NARAYNA,29.5,49.0,30.5,Region 4,,46.2,Zone 5,2025-05-05 10:40:52,,,30.5,Zone 4,31.2,Zone 4,35.6,Zone 4,36.2,Zone 4,40.4,Zone 4,48.0,Zone 5,49.0,Zone 5,52.4,Zone 5,49.0
DELHI,KV_JANAKPURI,30.2,48.0,31.4,Region 4,,48.9,Zone 5,2025-05-05 10:40:52,,,31.1,Zone 4,31.9,Zone 4,36.2,Zone 4,36.8,Zone 4,41.0,Zone 4,48.5,Zone 5,50.6,Zone 5,52.8,Zone 5,50.6
DELHI,IGNOU,30.7,49.0,32.3,Region 4,,53.1,Zone 5,2025-05-05 10:40:52,,,32.0,Zone 4,32.9,Zone 4,37.2,Zone 4,40.2,Zone 5,42.1,Zone 4,49.8,Zone 5,54.5,Zone 5,53.9,Zone 5,54.5
CENTRAL_DELHI,PUSA_AMFU,28.7,61.0,30.7,Region 4,,55.0,Zone 5,2025-05-05 10:40:52,,,30.3,Zone 4,31.8,Zone 4,36.0,Zone 4,41.8,Zone 5,41.2,Zone 4,50.4,Zone 5,56.3,Zone 5,54.5,Zone 5,56.3
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,29.0,51.0,30.0,Region 4,,45.6,Zone 5,2025-05-05 10:40:52,,,30.0,Zone 4,30.8,Zone 4,35.2,Zone 4,35.7,Zone 4,40.0,Zone 4,47.9,Zone 5,48.4,Zone 5,52.2,Zone 5,48.4
NEW_DELHI,SPORTS_COMPLEX,30.4,65.0,34.4,Region 4,,61.6,Zone 5,2025-05-05 11:44:57,,,34.6,Zone 4,42.1,Zone 5,40.9,Zone 4,51.2,Zone 5,57.8,Zone 5,55.7,Zone 5,62.3,Zone 5,59.0,Zone 5,62.3
SOUTH_WEST_DELHI,NAJAFGARH,29.9,62.0,32.9,Region 4,,60.0,Zone 5,2025-05-05 11:44:57,,,33.0,Zone 4,35.1,Zone 4,39.0,Zone 4,48.8,Zone 5,50.4,Zone 5,53.6,Zone 5,60.7,Zone 5,57.3,Zone 5,60.7
NORTH_WEST_DELHI,PITAMPURA,31.4,58.0,35.0,Region 4,,61.2,Zone 5,2025-05-05 11:44:57,,,35.2,Zone 4,39.9,Zone 5,41.2,Zone 4,50.5,Zone 5,55.7,Zone 5,55.1,Zone 5,61.8,Zone 5,58.5,Zone 5,61.8
NORTH_WEST_DELHI,MUNGESHPUR,31.6,52.0,34.2,Region 4,,59.6,Zone 5,2025-05-05 11:44:57,,,34.0,Zone 4,35.6,Zone 4,39.6,Zone 4,47.8,Zone 5,47.2,Zone 5,52.7,Zone 5,60.1,Zone 5,56.5,Zone 5,60.1
NORTH_DELHI,DELHI_UNIVERSITY,29.9,54.0,31.7,Region 4,,54.3,Zone 5,2025-05-05 11:44:57,,,31.9,Zone 4,33.2,Zone 4,37.3,Zone 4,43.4,Zone 5,42.4,Zone 4,50.7,Zone 5,57.3,Zone 5,54.7,Zone 5,57.3
NEW_DELHI,LODI ROAD,30.6,57.0,33.3,Region 4,,59.7,Zone 5,2025-05-05 11:44:57,,,33.1,Zone 4,34.9,Zone 4,38.9,Zone 4,47.8,Zone 5,47.3,Zone 5,52.8,Zone 5,60.1,Zone 5,56.5,Zone 5,60.1
CENTRAL_DELHI,PUSA_AMFU,29.7,58.0,31.9,Region 4,,57.5,Zone 5,2025-05-05 11:44:57,,,31.6,Zone 4,33.1,Zone 4,37.2,Zone 4,45.1,Zone 5,42.5,Zone 4,51.3,Zone 5,58.7,Zone 5,55.2,Zone 5,58.7
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,28.5,48.0,29.1,Region 4,,42.4,Zone 4,2025-05-05 11:44:57,,,29.1,Zone 4,29.5,Zone 4,34.1,Zone 4,34.3,Zone 4,38.7,Zone 4,44.6,Zone 5,43.1,Zone 4,50.6,Zone 5,43.1
DELHI,KV_NARAYNA,30.9,45.0,32.0,Region 4,,49.2,Zone 5,2025-05-05 11:44:57,,,32.2,Zone 4,32.9,Zone 4,37.2,Zone 4,38.1,Zone 5,42.0,Zone 4,49.1,Zone 5,52.5,Zone 5,53.3,Zone 5,52.5
DELHI,KVK_CRPF_CAMPUS,30.0,49.0,31.2,Region 4,,49.0,Zone 5,2025-05-05 11:44:57,,,31.2,Zone 4,32.1,Zone 4,36.4,Zone 4,37.1,Zone 5,41.2,Zone 4,48.9,Zone 5,51.8,Zone 5,53.1,Zone 5,51.8
DELHI,IGNOU,31.5,46.0,33.1,Region 4,,53.9,Zone 5,2025-05-05 11:44:57,,,33.1,Zone 4,34.0,Zone 4,38.2,Zone 4,42.6,Zone 5,43.1,Zone 4,50.4,Zone 5,56.3,Zone 5,54.4,Zone 5,56.3
GAZIABAD,KV2_AIRFORCE_HINDON,29.1,49.0,30.0,Region 4,,43.9,Zone 5,2025-05-05 11:44:57,,,29.8,Zone 4,30.4,Zone 4,34.9,Zone 4,35.3,Zone 4,39.6,Zone 4,47.2,Zone 5,46.2,Zone 5,51.6,Zone 5,46.2
SOUTH_WEST_DELHI,NAJAFGARH,29.4,65.0,32.4,Region 4,,60.1,Zone 5,2025-05-05 12:40:59,,,32.6,Zone 4,34.8,Zone 4,38.7,Zone 4,48.9,Zone 5,50.6,Zone 5,53.7,Zone 5,60.8,Zone 5,57.3,Zone 5,60.8
NORTH_WEST_DELHI,PITAMPURA,30.8,62.0,34.6,Region 4,,61.4,Zone 5,2025-05-05 12:40:59,,,35.0,Zone 4,41.9,Zone 5,41.2,Zone 4,51.1,Zone 5,57.5,Zone 5,55.6,Zone 5,62.2,Zone 5,59.0,Zone 5,62.2
NORTH_WEST_DELHI,MUNGESHPUR,31.5,51.0,33.9,Region 4,,59.2,Zone 5,2025-05-05 12:40:59,,,33.9,Zone 4,35.3,Zone 4,39.4,Zone 4,47.3,Zone 5,45.8,Zone 5,52.4,Zone 5,59.8,Zone 5,56.1,Zone 5,59.8
NORTH_DELHI,DELHI_UNIVERSITY,30.4,53.0,32.4,Region 4,,56.0,Zone 5,2025-05-05 12:40:59,,,32.5,Zone 4,33.9,Zone 4,38.0,Zone 4,45.5,Zone 5,43.1,Zone 4,51.3,Zone 5,58.8,Zone 5,55.2,Zone 5,58.8
NEW_DELHI,LODI ROAD,30.9,58.0,34.0,Region 4,,60.4,Zone 5,2025-05-05 12:40:59,,,34.2,Zone 4,36.3,Zone 4,40.1,Zone 4,49.4,Zone 5,52.2,Zone 5,54.1,Zone 5,61.1,Zone 5,57.7,Zone 5,61.1
GURGAON,NORTHCAP_UNIVERSITY,29.9,52.0,31.5,Region 4,,52.0,Zone 5,2025-05-05 12:40:59,,,31.6,Zone 4,32.7,Zone 4,36.9,Zone 4,40.9,Zone 5,41.9,Zone 4,50.0,Zone 5,55.2,Zone 5,54.1,Zone 5,55.2
GAZIABAD,KV2_AIRFORCE_HINDON,29.7,48.0,30.7,Region 4,,46.1,Zone 5,2025-05-05 12:40:59,,,30.4,Zone 4,31.1,Zone 4,35.5,Zone 4,35.9,Zone 4,40.2,Zone 4,47.7,Zone 5,47.8,Zone 5,52.0,Zone 5,47.8
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,28.7,50.0,29.5,Region 4,,43.1,Zone 5,2025-05-05 12:40:59,,,29.2,Zone 4,29.8,Zone 4,34.3,Zone 4,34.7,Zone 4,39.0,Zone 4,46.7,Zone 5,44.6,Zone 5,51.2,Zone 5,44.6
DELHI,KV_NARAYNA,30.5,47.0,31.7,Region 4,,49.4,Zone 5,2025-05-05 12:40:59,,,31.7,Zone 4,32.5,Zone 4,36.8,Zone 4,37.6,Zone 5,41.6,Zone 4,49.0,Zone 5,52.2,Zone 5,53.2,Zone 5,52.2
DELHI,IGNOU,31.0,48.0,32.6,Region 4,,53.5,Zone 5,2025-05-05 12:40:59,,,32.6,Zone 4,33.6,Zone 4,37.8,Zone 4,42.1,Zone 5,42.7,Zone 4,50.3,Zone 5,56.0,Zone 5,54.3,Zone 5,56.0
CENTRAL_DELHI,PUSA_AMFU,29.2,59.0,31.2,Region 4,,55.8,Zone 5,2025-05-05 12:40:59,,,30.9,Zone 4,32.3,Zone 4,36.5,Zone 4,42.9,Zone 5,41.7,Zone 4,50.7,Zone 5,57.0,Zone 5,54.7,Zone 5,57.0
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,29.4,49.0,30.4,Region 4,,45.6,Zone 5,2025-05-05 12:40:59,,,30.5,Zone 4,31.2,Zone 4,35.6,Zone 4,36.2,Zone 4,40.4,Zone 4,48.0,Zone 5,49.0,Zone 5,52.4,Zone 5,49.0
NEW_DELHI,LODI ROAD,30.0,64.0,33.4,Region 4,,60.7,Zone 5,2025-05-05 13:44:32,,,33.4,Zone 4,36.4,Zone 5,39.5,Zone 4,49.6,Zone 5,53.0,Zone 5,54.3,Zone 5,61.3,Zone 5,57.9,Zone 5,61.3
SOUTH_WEST_DELHI,NAJAFGARH,26.5,100.0,31.3,Region 4,,63.6,Zone 5,2025-05-05 13:44:32,,,31.3,Zone 4,48.3,Zone 5,47.0,Zone 5,54.0,Zone 5,60.8,Zone 5,58.1,Zone 5,64.1,Zone 5,61.2,Zone 5,64.1
NORTH_WEST_DELHI,PITAMPURA,30.8,64.0,35.0,Region 4,,62.0,Zone 5,2025-05-05 13:44:32,,,35.4,Zone 4,45.0,Zone 5,41.8,Zone 4,52.0,Zone 5,59.2,Zone 5,56.3,Zone 5,62.8,Zone 5,59.6,Zone 5,62.8
NORTH_DELHI,DELHI_UNIVERSITY,30.3,53.0,32.2,Region 4,,55.5,Zone 5,2025-05-05 13:44:32,,,32.5,Zone 4,33.9,Zone 4,38.0,Zone 4,45.5,Zone 5,43.1,Zone 4,51.3,Zone 5,58.8,Zone 5,55.2,Zone 5,58.8
NEW_DELHI,SPORTS_COMPLEX,31.2,65.0,36.1,Region 4,,62.9,Zone 5,2025-05-05 13:44:32,,,35.7,Zone 4,46.4,Zone 5,42.1,Zone 4,52.4,Zone 5,59.6,Zone 5,56.7,Zone 5,63.1,Zone 5,59.9,Zone 5,63.1
GURGAON,NORTHCAP_UNIVERSITY,25.1,100.0,28.2,Region 4,,61.1,Zone 5,2025-05-05 13:44:32,,,28.0,Zone 4,36.2,Zone 5,35.2,Zone 4,50.1,Zone 5,54.1,Zone 5,54.8,Zone 5,61.5,Zone 5,58.3,Zone 5,61.5
DELHI,IGNOU,31.1,49.0,32.9,Region 4,,55.3,Zone 5,2025-05-05 13:44:32,,,32.7,Zone 4,33.8,Zone 4,38.0,Zone 4,43.5,Zone 5,43.0,Zone 4,50.7,Zone 5,57.2,Zone 5,54.7,Zone 5,57.2
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,29.1,47.0,29.8,Region 4,,43.1,Zone 5,2025-05-05 13:44:32,,,29.6,Zone 4,30.1,Zone 4,34.6,Zone 4,34.9,Zone 4,39.3,Zone 4,46.2,Zone 5,44.0,Zone 5,51.0,Zone 5,44.0
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,31.8,57.0,35.6,Region 4,,61.5,Zone 5,2025-05-05 13:44:32,,,36.0,Zone 4,42.5,Zone 5,42.0,Zone 4,51.2,Zone 5,57.7,Zone 5,55.7,Zone 5,62.3,Zone 5,59.0,Zone 5,62.3
DELHI,KV_JANAKPURI,29.0,52.0,30.1,Region 4,,46.7,Zone 5,2025-05-05 13:44:32,,,30.1,Zone 4,31.0,Zone 4,35.3,Zone 4,36.0,Zone 4,40.2,Zone 4,48.2,Zone 5,49.6,Zone 5,52.5,Zone 5,49.6
DELHI,KVK_CRPF_CAMPUS,29.1,59.0,31.1,Region 4,,55.2,Zone 5,2025-05-05 13:44:32,,,30.9,Zone 4,32.3,Zone 4,36.5,Zone 4,42.9,Zone 5,41.7,Zone 4,50.7,Zone 5,57.0,Zone 5,54.7,Zone 5,57.0
GAZIABAD,KV2_AIRFORCE_HINDON,29.8,52.0,31.3,Region 4,,51.4,Zone 5,2025-05-05 13:44:32,,,31.6,Zone 4,32.7,Zone 4,36.9,Zone 4,40.9,Zone 5,41.9,Zone 4,50.0,Zone 5,55.2,Zone 5,54.1,Zone 5,55.2
NEW_DELHI,LODI ROAD,31.1,61.0,35.0,Region 4,,61.6,Zone 5,2025-05-05 14:41:12,,,34.8,Zone 4,40.3,Zone 5,40.9,Zone 4,50.7,Zone 5,56.2,Zone 5,55.2,Zone 5,62.0,Zone 5,58.6,Zone 5,62.0
SOUTH_WEST_DELHI,NAJAFGARH,26.6,100.0,31.6,Region 4,,63.8,Zone 5,2025-05-05 14:41:12,,,31.3,Zone 4,48.3,Zone 5,47.0,Zone 5,54.0,Zone 5,60.8,Zone 5,58.1,Zone 5,64.1,Zone 5,61.2,Zone 5,64.1
NORTH_WEST_DELHI,PITAMPURA,30.3,78.0,37.1,Region 4,,65.0,Zone 5,2025-05-05 14:41:12,,,37.7,Zone 4,51.4,Zone 5,56.9,Zone 5,56.6,Zone 5,62.8,Zone 5,60.3,Zone 5,65.7,Zone 5,63.0,Zone 5,65.7
NORTH_WEST_DELHI,MUNGESHPUR,30.9,57.0,33.9,Region 4,,60.1,Zone 5,2025-05-05 14:41:12,,,34.0,Zone 4,36.0,Zone 4,39.9,Zone 4,48.9,Zone 5,50.8,Zone 5,53.7,Zone 5,60.8,Zone 5,57.3,Zone 5,60.8
NORTH_DELHI,DELHI_UNIVERSITY,31.9,50.0,34.4,Region 4,,59.5,Zone 5,2025-05-05 14:41:12,,,34.5,Zone 4,36.1,Zone 4,40.1,Zone 4,47.9,Zone 5,47.7,Zone 5,52.9,Zone 5,60.2,Zone 5,56.6,Zone 5,60.2
NEW_DELHI,SPORTS_COMPLEX,32.1,63.0,37.7,Region 4,,63.7,Zone 5,2025-05-05 14:41:12,,,37.5,Zone 4,48.2,Zone 5,46.8,Zone 5,53.9,Zone 5,60.7,Zone 5,58.0,Zone 5,64.0,Zone 5,61.0,Zone 5,64.0
GAZIABAD,KV2_AIRFORCE_HINDON,30.9,47.0,32.3,Region 4,,51.7,Zone 5,2025-05-05 14:41:12,,,32.4,Zone 4,33.4,Zone 4,37.6,Zone 4,40.8,Zone 5,42.5,Zone 4,49.9,Zone 5,54.9,Zone 5,54.0,Zone 5,54.9
