DISTRICT,STATION,TEMP,RH,EHI,Light Work Heat Stress Zone,Unnamed: 6,EHI_350 (in shade),Hard Labor Heat Stress Zone,LOGGED_AT (IST),EHI (in shade),Local Region,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun,EHI_350 (in shade °C)
GURGAON,NORTHCAP_UNIVERSITY,24.9,81.0,,Zone 4,,50.4,Zone 5,2025-05-08 01:41:00,26.4,"Sector 23A, Gurugram",26.6,Zone 4,28.4,Zone 4,32.6,Zone 4,38.1,Zone 5,38.2,Zone 4,49.7,Zone 5,53.7,Zone 5,53.8,Zone 5,53.7
DELHI,KV_JANAKPURI,26.1,79.0,,Zone 4,,56.4,Zone 5,2025-05-08 01:41:00,28.2,Janakpuri,28.0,Zone 4,30.1,Zone 4,34.2,Zone 4,43.5,Zone 5,41.0,Zone 5,51.1,Zone 5,58.1,Zone 5,55.1,Zone 5,58.1
GAZIABAD,KV2_AIRFORCE_HINDON,23.3,95.0,,Zone 3,,51.4,Zone 5,2025-05-08 01:41:00,24.9,"Air Force Station, Ghaziabad",25.1,Zone 3,27.2,Zone 4,31.4,Zone 4,39.6,Zone 5,38.0,Zone 5,50.2,Zone 5,55.4,Zone 5,54.3,Zone 5,55.4
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,23.0,99.0,,Zone 3,,52.5,Zone 5,2025-05-08 01:41:00,24.7,Mayur Vihar-III,24.7,Zone 3,26.7,Zone 4,30.9,Zone 4,39.2,Zone 5,37.7,Zone 5,50.1,Zone 5,55.1,Zone 5,54.3,Zone 5,55.1
DELHI,KV_NARAYNA,25.8,81.0,,Zone 4,,56.2,Zone 5,2025-05-08 01:41:00,27.8,"Naraina, New Delhi",28.2,Zone 4,30.4,Zone 4,34.5,Zone 4,45.6,Zone 5,43.0,Zone 5,51.7,Zone 5,59.2,Zone 5,55.6,Zone 5,59.2
DELHI,KVK_CRPF_CAMPUS,25.0,85.0,,Zone 4,,54.6,Zone 5,2025-05-08 01:41:00,26.8,Jharoda Kalan,26.8,Zone 4,28.9,Zone 4,33.1,Zone 4,41.9,Zone 5,39.7,Zone 5,50.8,Zone 5,57.0,Zone 5,54.8,Zone 5,57.0
DELHI,IGNOU,24.9,88.0,,Zone 4,,56.4,Zone 5,2025-05-08 01:41:00,26.9,Maidan Garhi,27.0,Zone 4,29.4,Zone 4,33.5,Zone 4,44.8,Zone 5,42.4,Zone 5,51.6,Zone 5,59.1,Zone 5,55.5,Zone 5,59.1
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.4,86.0,,Zone 4,,51.4,Zone 5,2025-05-08 01:41:00,25.9,"Kamla Nehru Nagar, Ghaziabad",26.1,Zone 4,28.1,Zone 4,32.3,Zone 4,39.1,Zone 5,38.0,Zone 4,50.0,Zone 5,54.7,Zone 5,54.1,Zone 5,54.7
SOUTH_WEST_DELHI,NAJAFGARH,25.2,100.0,,Zone 4,,61.3,Zone 5,2025-05-08 02:39:06,28.4,Najafgarh,28.0,Zone 4,36.2,Zone 5,35.2,Zone 4,50.1,Zone 5,54.1,Zone 5,54.8,Zone 5,61.5,Zone 5,58.3,Zone 5,61.5
NORTH_WEST_DELHI,PITAMPURA,27.1,88.0,,Zone 4,,62.0,Zone 5,2025-05-08 02:39:06,31.0,Pitampura,30.8,Zone 4,41.4,Zone 5,37.9,Zone 4,51.3,Zone 5,58.0,Zone 5,55.8,Zone 5,62.4,Zone 5,59.2,Zone 5,62.4
NORTH_WEST_DELHI,NARELA,23.9,85.0,,Zone 3,,47.2,Zone 5,2025-05-08 02:39:06,25.2,Unknown Station,25.3,Zone 3,27.0,Zone 4,31.3,Zone 4,34.7,Zone 5,36.9,Zone 4,48.7,Zone 5,50.7,Zone 5,53.0,Zone 5,50.7
NORTH_WEST_DELHI,MUNGESHPUR,25.0,78.0,,Zone 4,,48.4,Zone 5,2025-05-08 02:39:06,26.4,Mungeshpur,26.4,Zone 4,28.0,Zone 4,32.3,Zone 4,35.3,Zone 5,37.7,Zone 4,48.8,Zone 5,51.1,Zone 5,53.1,Zone 5,51.1
NORTH_DELHI,DELHI_UNIVERSITY,25.4,80.0,,Zone 4,,52.8,Zone 5,2025-05-08 02:39:06,27.1,North Campus,27.3,Zone 4,29.2,Zone 4,33.4,Zone 4,40.8,Zone 5,39.0,Zone 4,50.4,Zone 5,56.0,Zone 5,54.5,Zone 5,56.0
NEW_DELHI,SPORTS_COMPLEX,24.6,8.0,,Zone 3,,33.3,Zone 4,2025-05-08 02:39:06,22.0,Unknown Station,21.9,Zone 3,21.6,Zone 4,27.0,Zone 4,25.3,Zone 4,30.5,Zone 4,28.7,Zone 4,33.8,Zone 4,31.9,Zone 4,33.8
NEW_DELHI,LODI ROAD,25.5,81.0,,Zone 4,,54.3,Zone 5,2025-05-08 02:39:06,27.4,Lodhi Road,27.4,Zone 4,29.4,Zone 4,33.5,Zone 4,41.8,Zone 5,39.5,Zone 5,50.7,Zone 5,56.8,Zone 5,54.7,Zone 5,56.8
GURGAON,NORTHCAP_UNIVERSITY,24.9,81.0,,Zone 4,,50.4,Zone 5,2025-05-08 02:39:06,26.4,"Sector 23A, Gurugram",26.6,Zone 4,28.4,Zone 4,32.6,Zone 4,38.1,Zone 5,38.2,Zone 4,49.7,Zone 5,53.7,Zone 5,53.8,Zone 5,53.7
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.6,86.0,,Zone 4,,52.8,Zone 5,2025-05-08 02:39:06,26.3,"Kamla Nehru Nagar, Ghaziabad",26.1,Zone 4,28.1,Zone 4,32.3,Zone 4,39.1,Zone 5,38.0,Zone 4,50.0,Zone 5,54.7,Zone 5,54.1,Zone 5,54.7
GAZIABAD,KV2_AIRFORCE_HINDON,23.4,93.0,,Zone 3,,50.5,Zone 5,2025-05-08 02:39:06,24.9,"Air Force Station, Ghaziabad",25.0,Zone 3,27.0,Zone 4,31.2,Zone 4,37.9,Zone 5,37.1,Zone 4,49.7,Zone 5,53.8,Zone 5,53.9,Zone 5,53.8
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,23.0,99.0,,Zone 3,,52.5,Zone 5,2025-05-08 02:39:06,24.7,Mayur Vihar-III,24.7,Zone 3,26.7,Zone 4,30.9,Zone 4,39.2,Zone 5,37.7,Zone 5,50.1,Zone 5,55.1,Zone 5,54.3,Zone 5,55.1
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,27.3,87.0,,Zone 4,,62.1,Zone 5,2025-05-08 02:39:06,31.3,Unknown Station,31.8,Zone 4,44.9,Zone 5,40.6,Zone 5,52.3,Zone 5,59.4,Zone 5,56.6,Zone 5,63.0,Zone 5,59.9,Zone 5,63.0
DELHI,KV_NARAYNA,25.5,81.0,,Zone 4,,54.3,Zone 5,2025-05-08 02:39:06,27.4,"Naraina, New Delhi",27.4,Zone 4,29.4,Zone 4,33.5,Zone 4,41.8,Zone 5,39.5,Zone 5,50.7,Zone 5,56.8,Zone 5,54.7,Zone 5,56.8
DELHI,KV_JANAKPURI,26.2,79.0,,Zone 4,,57.0,Zone 5,2025-05-08 02:39:06,28.3,Janakpuri,28.0,Zone 4,30.1,Zone 4,34.2,Zone 4,43.5,Zone 5,41.0,Zone 5,51.1,Zone 5,58.1,Zone 5,55.1,Zone 5,58.1
DELHI,KVK_CRPF_CAMPUS,24.6,86.0,,Zone 4,,52.8,Zone 5,2025-05-08 02:39:06,26.3,Jharoda Kalan,26.1,Zone 4,28.1,Zone 4,32.3,Zone 4,39.1,Zone 5,38.0,Zone 4,50.0,Zone 5,54.7,Zone 5,54.1,Zone 5,54.7
SOUTH_WEST_DELHI,NAJAFGARH,24.7,100.0,,Zone 4,,60.4,Zone 5,2025-05-08 03:39:37,27.4,Najafgarh,27.0,Zone 4,31.9,Zone 5,34.0,Zone 4,48.8,Zone 5,50.0,Zone 5,53.6,Zone 5,60.7,Zone 5,57.3,Zone 5,60.7
NORTH_WEST_DELHI,PITAMPURA,26.8,89.0,,Zone 4,,61.7,Zone 5,2025-05-08 03:39:37,30.5,Pitampura,31.0,Zone 4,42.6,Zone 5,38.6,Zone 5,51.7,Zone 5,58.9,Zone 5,56.1,Zone 5,62.6,Zone 5,59.4,Zone 5,62.6
NORTH_WEST_DELHI,NARELA,23.4,86.0,,Zone 3,,44.8,Zone 5,2025-05-08 03:39:37,24.7,Unknown Station,24.8,Zone 3,26.2,Zone 4,30.6,Zone 4,32.2,Zone 5,36.1,Zone 4,48.0,Zone 5,48.2,Zone 5,52.3,Zone 5,48.2
NORTH_WEST_DELHI,MUNGESHPUR,24.6,80.0,,Zone 4,,47.5,Zone 5,2025-05-08 03:39:37,25.9,Mungeshpur,25.8,Zone 4,27.3,Zone 4,31.7,Zone 4,33.8,Zone 5,37.1,Zone 4,48.4,Zone 5,49.7,Zone 5,52.7,Zone 5,49.7
NORTH_DELHI,DELHI_UNIVERSITY,24.8,80.0,,Zone 4,,48.8,Zone 5,2025-05-08 03:39:37,26.2,North Campus,26.5,Zone 4,28.2,Zone 4,32.5,Zone 4,37.2,Zone 5,38.1,Zone 4,49.4,Zone 5,52.9,Zone 5,53.6,Zone 5,52.9
NEW_DELHI,LODI ROAD,25.6,81.0,,Zone 4,,55.0,Zone 5,2025-05-08 03:39:37,27.5,Lodhi Road,27.4,Zone 4,29.4,Zone 4,33.5,Zone 4,41.8,Zone 5,39.5,Zone 5,50.7,Zone 5,56.8,Zone 5,54.7,Zone 5,56.8
GURGAON,NORTHCAP_UNIVERSITY,24.6,86.0,,Zone 4,,52.8,Zone 5,2025-05-08 03:39:37,26.3,"Sector 23A, Gurugram",26.1,Zone 4,28.1,Zone 4,32.3,Zone 4,39.1,Zone 5,38.0,Zone 4,50.0,Zone 5,54.7,Zone 5,54.1,Zone 5,54.7
DELHI,IGNOU,24.9,91.0,,Zone 4,,58.7,Zone 5,2025-05-08 03:39:37,27.1,Maidan Garhi,27.3,Zone 4,29.9,Zone 4,33.8,Zone 4,47.3,Zone 5,45.3,Zone 5,52.4,Zone 5,59.7,Zone 5,56.2,Zone 5,59.7
GAZIABAD,KV2_AIRFORCE_HINDON,23.7,92.0,,Zone 3,,51.7,Zone 5,2025-05-08 03:39:37,25.2,"Air Force Station, Ghaziabad",25.0,Zone 3,26.8,Zone 4,31.1,Zone 4,37.0,Zone 5,36.9,Zone 4,49.5,Zone 5,53.1,Zone 5,53.7,Zone 5,53.1
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,23.0,99.0,,Zone 3,,52.5,Zone 5,2025-05-08 03:39:37,24.7,Mayur Vihar-III,24.7,Zone 3,26.7,Zone 4,30.9,Zone 4,39.2,Zone 5,37.7,Zone 5,50.1,Zone 5,55.1,Zone 5,54.3,Zone 5,55.1
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,27.5,84.0,,Zone 4,,61.8,Zone 5,2025-05-08 03:39:37,31.4,Unknown Station,31.4,Zone 4,41.1,Zone 5,38.3,Zone 4,51.2,Zone 5,57.7,Zone 5,55.7,Zone 5,62.3,Zone 5,59.1,Zone 5,62.3
DELHI,KV_NARAYNA,26.4,72.0,,Zone 4,,51.9,Zone 5,2025-05-08 03:39:37,28.1,"Naraina, New Delhi",28.2,Zone 4,29.9,Zone 4,34.1,Zone 4,40.0,Zone 5,39.6,Zone 4,50.1,Zone 5,55.1,Zone 5,54.2,Zone 5,55.1
DELHI,KV_JANAKPURI,25.8,79.0,,Zone 4,,54.5,Zone 5,2025-05-08 03:39:37,27.7,Janakpuri,28.0,Zone 4,30.1,Zone 4,34.2,Zone 4,43.5,Zone 5,41.0,Zone 5,51.1,Zone 5,58.1,Zone 5,55.1,Zone 5,58.1
DELHI,KVK_CRPF_CAMPUS,24.4,88.0,,Zone 4,,53.1,Zone 5,2025-05-08 03:39:37,26.1,Jharoda Kalan,26.2,Zone 4,28.3,Zone 4,32.5,Zone 4,41.0,Zone 5,39.0,Zone 5,50.5,Zone 5,56.3,Zone 5,54.6,Zone 5,56.3
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.6,87.0,,Zone 4,,53.6,Zone 5,2025-05-08 03:39:37,26.3,"Kamla Nehru Nagar, Ghaziabad",26.2,Zone 4,28.2,Zone 4,32.4,Zone 4,40.0,Zone 5,38.2,Zone 4,50.3,Zone 5,55.5,Zone 5,54.3,Zone 5,55.5
NEW_DELHI,LODI ROAD,25.4,81.0,,Zone 4,,53.7,Zone 5,2025-05-08 04:39:18,27.2,Lodhi Road,27.4,Zone 4,29.4,Zone 4,33.5,Zone 4,41.8,Zone 5,39.5,Zone 5,50.7,Zone 5,56.8,Zone 5,54.7,Zone 5,56.8
SOUTH_WEST_DELHI,NAJAFGARH,24.8,100.0,,Zone 4,,60.6,Zone 5,2025-05-08 04:39:18,27.6,Najafgarh,28.0,Zone 4,36.2,Zone 5,35.2,Zone 4,50.1,Zone 5,54.1,Zone 5,54.8,Zone 5,61.5,Zone 5,58.3,Zone 5,61.5
NORTH_WEST_DELHI,PITAMPURA,26.6,90.0,,Zone 4,,61.6,Zone 5,2025-05-08 04:39:18,30.2,Pitampura,30.0,Zone 4,39.1,Zone 5,37.1,Zone 4,50.7,Zone 5,56.2,Zone 5,55.3,Zone 5,62.0,Zone 5,58.7,Zone 5,62.0
NORTH_WEST_DELHI,NARELA,23.5,86.0,,Zone 3,,45.4,Zone 5,2025-05-08 04:39:18,24.8,Unknown Station,24.8,Zone 3,26.2,Zone 4,30.6,Zone 4,32.2,Zone 5,36.1,Zone 4,48.0,Zone 5,48.2,Zone 5,52.3,Zone 5,48.2
NORTH_WEST_DELHI,MUNGESHPUR,24.4,81.0,,Zone 4,,47.1,Zone 5,2025-05-08 04:39:18,25.7,Mungeshpur,25.8,Zone 4,27.4,Zone 4,31.8,Zone 4,34.6,Zone 5,37.3,Zone 4,48.7,Zone 5,50.5,Zone 5,52.9,Zone 5,50.5
NORTH_DELHI,DELHI_UNIVERSITY,24.9,80.0,,Zone 4,,49.5,Zone 5,2025-05-08 04:39:18,26.4,North Campus,26.5,Zone 4,28.2,Zone 4,32.5,Zone 4,37.2,Zone 5,38.1,Zone 4,49.4,Zone 5,52.9,Zone 5,53.6,Zone 5,52.9
GURGAON,NORTHCAP_UNIVERSITY,25.0,84.0,,Zone 4,,53.7,Zone 5,2025-05-08 04:39:18,26.8,"Sector 23A, Gurugram",26.8,Zone 4,28.8,Zone 4,33.0,Zone 4,41.0,Zone 5,38.9,Zone 5,50.5,Zone 5,56.2,Zone 5,54.5,Zone 5,56.2
DELHI,KVK_CRPF_CAMPUS,24.6,85.0,,Zone 4,,51.9,Zone 5,2025-05-08 04:39:18,26.2,Jharoda Kalan,26.0,Zone 4,27.9,Zone 4,32.2,Zone 4,38.2,Zone 5,37.9,Zone 4,49.7,Zone 5,53.9,Zone 5,53.9,Zone 5,53.9
GAZIABAD,KV2_AIRFORCE_HINDON,23.3,94.0,,Zone 3,,50.6,Zone 5,2025-05-08 04:39:18,24.9,"Air Force Station, Ghaziabad",25.1,Zone 3,27.1,Zone 4,31.3,Zone 4,38.7,Zone 5,37.3,Zone 5,50.0,Zone 5,54.6,Zone 5,54.1,Zone 5,54.6
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,22.4,99.0,,Zone 3,,48.3,Zone 5,2025-05-08 04:39:18,24.1,Mayur Vihar-III,24.2,Zone 3,25.7,Zone 4,30.0,Zone 4,35.5,Zone 5,35.9,Zone 4,49.1,Zone 5,51.8,Zone 5,53.3,Zone 5,51.8
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,27.5,81.0,,Zone 4,,61.0,Zone 5,2025-05-08 04:39:18,30.9,Unknown Station,30.9,Zone 4,37.3,Zone 5,37.7,Zone 4,50.2,Zone 5,54.5,Zone 5,54.8,Zone 5,61.6,Zone 5,58.3,Zone 5,61.6
DELHI,KV_NARAYNA,26.4,73.0,,Zone 4,,52.8,Zone 5,2025-05-08 04:39:18,28.2,"Naraina, New Delhi",28.3,Zone 4,30.1,Zone 4,34.3,Zone 4,41.0,Zone 5,39.8,Zone 4,50.4,Zone 5,56.0,Zone 5,54.4,Zone 5,56.0
DELHI,KV_JANAKPURI,25.6,80.0,,Zone 4,,54.1,Zone 5,2025-05-08 04:39:18,27.4,Janakpuri,27.3,Zone 4,29.2,Zone 4,33.4,Zone 4,40.8,Zone 5,39.0,Zone 4,50.4,Zone 5,56.0,Zone 5,54.5,Zone 5,56.0
DELHI,IGNOU,25.2,90.0,,Zone 4,,59.2,Zone 5,2025-05-08 04:39:18,27.5,Maidan Garhi,27.2,Zone 4,29.7,Zone 4,33.7,Zone 4,46.7,Zone 5,44.3,Zone 5,52.1,Zone 5,59.5,Zone 5,55.9,Zone 5,59.5
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.6,86.0,,Zone 4,,52.8,Zone 5,2025-05-08 04:39:18,26.3,"Kamla Nehru Nagar, Ghaziabad",26.1,Zone 4,28.1,Zone 4,32.3,Zone 4,39.1,Zone 5,38.0,Zone 4,50.0,Zone 5,54.7,Zone 5,54.1,Zone 5,54.7
SOUTH_WEST_DELHI,NAJAFGARH,25.7,100.0,,Zone 4,,62.2,Zone 5,2025-05-08 07:58:01,29.4,Najafgarh,29.0,Zone 4,41.0,Zone 5,37.6,Zone 5,51.4,Zone 5,58.0,Zone 5,55.9,Zone 5,62.4,Zone 5,59.2,Zone 5,62.4
NORTH_WEST_DELHI,PITAMPURA,28.9,78.0,,Zone 4,,62.6,Zone 5,2025-05-08 07:58:01,33.5,Pitampura,33.7,Zone 4,46.8,Zone 5,42.5,Zone 5,52.8,Zone 5,59.8,Zone 5,57.0,Zone 5,63.3,Zone 5,60.2,Zone 5,63.3
NORTH_WEST_DELHI,NARELA,28.0,71.0,,Zone 4,,59.4,Zone 5,2025-05-08 07:58:01,30.7,Unknown Station,30.7,Zone 4,32.8,Zone 4,36.8,Zone 4,47.7,Zone 5,46.8,Zone 5,52.7,Zone 5,60.0,Zone 5,56.5,Zone 5,60.0
NORTH_WEST_DELHI,MUNGESHPUR,28.0,71.0,,Zone 4,,59.4,Zone 5,2025-05-08 07:58:01,30.7,Mungeshpur,30.7,Zone 4,32.8,Zone 4,36.8,Zone 4,47.7,Zone 5,46.8,Zone 5,52.7,Zone 5,60.0,Zone 5,56.5,Zone 5,60.0
NORTH_DELHI,DELHI_UNIVERSITY,27.1,74.0,,Zone 4,,58.0,Zone 5,2025-05-08 07:58:01,29.4,North Campus,29.2,Zone 4,31.3,Zone 4,35.3,Zone 4,45.7,Zone 5,42.9,Zone 5,51.7,Zone 5,59.2,Zone 5,55.5,Zone 5,59.2
NEW_DELHI,SPORTS_COMPLEX,27.3,95.0,,Zone 4,,63.9,Zone 5,2025-05-08 07:58:01,32.6,Unknown Station,33.1,Zone 4,49.5,Zone 5,51.0,Zone 5,55.1,Zone 5,61.6,Zone 5,59.0,Zone 5,64.7,Zone 5,61.9,Zone 5,64.7
NEW_DELHI,LODI ROAD,27.0,81.0,,Zone 4,,60.2,Zone 5,2025-05-08 07:58:01,30.0,Lodhi Road,30.0,Zone 4,33.1,Zone 5,36.5,Zone 4,48.9,Zone 5,50.6,Zone 5,53.8,Zone 5,60.8,Zone 5,57.4,Zone 5,60.8
GURGAON,NORTHCAP_UNIVERSITY,27.8,68.0,,Zone 4,,56.6,Zone 5,2025-05-08 07:58:01,30.0,"Sector 23A, Gurugram",30.3,Zone 4,32.2,Zone 4,36.3,Zone 4,46.4,Zone 5,43.4,Zone 5,51.8,Zone 5,59.3,Zone 5,55.6,Zone 5,59.3
GAZIABAD,KV2_AIRFORCE_HINDON,25.9,85.0,,Zone 4,,59.3,Zone 5,2025-05-08 07:58:01,28.3,"Air Force Station, Ghaziabad",28.5,Zone 4,31.1,Zone 4,35.0,Zone 4,47.8,Zone 5,47.1,Zone 5,52.8,Zone 5,60.1,Zone 5,56.6,Zone 5,60.1
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,24.7,99.0,,Zone 4,,60.2,Zone 5,2025-05-08 07:58:01,27.3,Mayur Vihar-III,27.0,Zone 4,31.0,Zone 5,33.9,Zone 4,48.5,Zone 5,49.1,Zone 5,53.4,Zone 5,60.5,Zone 5,57.1,Zone 5,60.5
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,29.7,69.0,,Zone 4,,61.6,Zone 5,2025-05-08 07:58:01,33.6,Unknown Station,33.2,Zone 4,39.2,Zone 5,39.6,Zone 4,50.5,Zone 5,55.6,Zone 5,55.1,Zone 5,61.8,Zone 5,58.5,Zone 5,61.8
DELHI,KV_NARAYNA,28.3,65.0,,Zone 4,,56.7,Zone 5,2025-05-08 07:58:01,30.5,"Naraina, New Delhi",30.8,Zone 4,32.6,Zone 4,36.7,Zone 4,46.5,Zone 5,43.4,Zone 5,51.8,Zone 5,59.3,Zone 5,55.6,Zone 5,59.3
DELHI,KV_JANAKPURI,28.2,65.0,,Zone 4,,56.1,Zone 5,2025-05-08 07:58:01,30.3,Janakpuri,30.0,Zone 4,31.6,Zone 4,35.7,Zone 4,43.0,Zone 5,41.1,Zone 4,50.8,Zone 5,57.3,Zone 5,54.8,Zone 5,57.3
DELHI,KVK_CRPF_CAMPUS,26.1,78.0,,Zone 4,,55.5,Zone 5,2025-05-08 07:58:01,28.1,Jharoda Kalan,27.9,Zone 4,29.9,Zone 4,34.0,Zone 4,42.5,Zone 5,40.1,Zone 5,50.8,Zone 5,57.3,Zone 5,54.8,Zone 5,57.3
DELHI,IGNOU,28.3,70.0,,Zone 4,,59.6,Zone 5,2025-05-08 07:58:01,31.1,Maidan Garhi,31.4,Zone 4,33.8,Zone 4,37.6,Zone 4,48.5,Zone 5,49.4,Zone 5,53.4,Zone 5,60.5,Zone 5,57.1,Zone 5,60.5
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,26.0,80.0,,Zone 4,,56.6,Zone 5,2025-05-08 07:58:01,28.1,"Kamla Nehru Nagar, Ghaziabad",28.1,Zone 4,30.2,Zone 4,34.3,Zone 4,44.6,Zone 5,42.0,Zone 5,51.4,Zone 5,58.9,Zone 5,55.3,Zone 5,58.9
NEW_DELHI,LODI ROAD,28.6,73.0,,Zone 4,,60.9,Zone 5,2025-05-08 09:05:54,32.0,Lodhi Road,31.9,Zone 4,36.0,Zone 5,38.3,Zone 4,49.7,Zone 5,53.0,Zone 5,54.4,Zone 5,61.3,Zone 5,57.9,Zone 5,61.3
NORTH_WEST_DELHI,PITAMPURA,29.1,76.0,,Zone 4,,62.5,Zone 5,2025-05-08 09:05:54,33.6,Pitampura,33.4,Zone 4,44.5,Zone 5,40.2,Zone 4,52.0,Zone 5,59.3,Zone 5,56.4,Zone 5,62.8,Zone 5,59.7,Zone 5,62.8
NORTH_WEST_DELHI,NARELA,29.8,63.0,,Zone 4,,60.1,Zone 5,2025-05-08 09:05:54,32.8,Unknown Station,33.2,Zone 4,35.4,Zone 4,39.3,Zone 4,49.2,Zone 5,51.7,Zone 5,54.0,Zone 5,61.0,Zone 5,57.6,Zone 5,61.0
SOUTH_WEST_DELHI,NAJAFGARH,29.4,74.0,,Zone 4,,62.4,Zone 5,2025-05-08 09:05:54,33.9,Najafgarh,34.1,Zone 4,46.3,Zone 5,41.4,Zone 5,52.5,Zone 5,59.6,Zone 5,56.8,Zone 5,63.1,Zone 5,60.0,Zone 5,63.1
NORTH_WEST_DELHI,MUNGESHPUR,30.6,61.0,,Zone 4,,60.8,Zone 5,2025-05-08 09:05:54,34.0,Mungeshpur,33.8,Zone 4,36.2,Zone 5,39.8,Zone 4,49.5,Zone 5,52.7,Zone 5,54.3,Zone 5,61.2,Zone 5,57.8,Zone 5,61.2
NORTH_DELHI,DELHI_UNIVERSITY,28.3,70.0,,Zone 4,,59.6,Zone 5,2025-05-08 09:05:54,31.1,North Campus,31.4,Zone 4,33.8,Zone 4,37.6,Zone 4,48.5,Zone 5,49.4,Zone 5,53.4,Zone 5,60.5,Zone 5,57.1,Zone 5,60.5
NEW_DELHI,SPORTS_COMPLEX,28.1,92.0,,Zone 4,,64.7,Zone 5,2025-05-08 09:05:54,34.2,Unknown Station,33.9,Zone 4,49.8,Zone 5,52.1,Zone 5,55.3,Zone 5,61.8,Zone 5,59.2,Zone 5,64.9,Zone 5,62.1,Zone 5,64.9
GURGAON,NORTHCAP_UNIVERSITY,32.5,52.0,,Zone 4,,61.0,Zone 5,2025-05-08 09:05:54,35.9,"Sector 23A, Gurugram",35.9,Zone 4,38.3,Zone 5,41.6,Zone 4,50.0,Zone 5,54.2,Zone 5,54.6,Zone 5,61.5,Zone 5,58.1,Zone 5,61.5
DELHI,KV_JANAKPURI,28.5,65.0,,Zone 4,,57.8,Zone 5,2025-05-08 09:05:54,30.8,Janakpuri,30.8,Zone 4,32.6,Zone 4,36.7,Zone 4,46.5,Zone 5,43.4,Zone 5,51.8,Zone 5,59.3,Zone 5,55.6,Zone 5,59.3
GAZIABAD,KV2_AIRFORCE_HINDON,26.1,84.0,,Zone 4,,59.4,Zone 5,2025-05-08 09:05:54,28.6,"Air Force Station, Ghaziabad",28.4,Zone 4,30.9,Zone 4,34.9,Zone 4,47.5,Zone 5,46.0,Zone 5,52.5,Zone 5,59.8,Zone 5,56.3,Zone 5,59.8
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,29.1,99.0,,Zone 5,,68.1,Zone 5,2025-05-08 09:05:54,49.6,Mayur Vihar-III,48.2,Zone 5,56.2,Zone 5,62.1,Zone 5,60.6,Zone 5,65.8,Zone 5,63.7,Zone 5,68.2,Zone 5,65.9,Zone 5,68.2
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,32.6,54.0,,Zone 4,,61.7,Zone 5,2025-05-08 09:05:54,36.5,Unknown Station,36.3,Zone 4,41.7,Zone 5,42.2,Zone 4,50.9,Zone 5,57.0,Zone 5,55.4,Zone 5,62.1,Zone 5,58.8,Zone 5,62.1
DELHI,KV_NARAYNA,28.7,67.0,,Zone 4,,59.5,Zone 5,2025-05-08 09:05:54,31.4,"Naraina, New Delhi",31.0,Zone 4,33.1,Zone 4,37.0,Zone 4,47.4,Zone 5,45.8,Zone 5,52.4,Zone 5,59.8,Zone 5,56.2,Zone 5,59.8
DELHI,KVK_CRPF_CAMPUS,29.8,59.0,,Zone 4,,59.0,Zone 5,2025-05-08 09:05:54,32.2,Jharoda Kalan,32.6,Zone 4,34.4,Zone 4,38.3,Zone 4,47.6,Zone 5,46.4,Zone 5,52.6,Zone 5,59.9,Zone 5,56.3,Zone 5,59.9
DELHI,IGNOU,31.8,53.0,,Zone 4,,60.2,Zone 5,2025-05-08 09:05:54,34.8,Maidan Garhi,35.1,Zone 4,37.0,Zone 4,40.8,Zone 4,49.3,Zone 5,52.2,Zone 5,54.1,Zone 5,61.1,Zone 5,57.6,Zone 5,61.1
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,27.9,83.0,,Zone 4,,62.2,Zone 5,2025-05-08 09:05:54,32.1,"Kamla Nehru Nagar, Ghaziabad",32.3,Zone 4,44.5,Zone 5,40.1,Zone 5,52.1,Zone 5,59.3,Zone 5,56.5,Zone 5,62.9,Zone 5,59.7,Zone 5,62.9
SOUTH_WEST_DELHI,NAJAFGARH,29.8,75.0,,Zone 4,,63.4,Zone 5,2025-05-08 09:44:05,35.0,Najafgarh,35.5,Zone 4,48.4,Zone 5,47.5,Zone 5,54.1,Zone 5,60.9,Zone 5,58.2,Zone 5,64.2,Zone 5,61.2,Zone 5,64.2
