LOGGED_AT (IST),DISTRICT,STATION,Local Region,TEMP,RH,EHI (in shade),Light Work Heat Stress Zone,EHI_350 (in shade),Hard Labor Heat Stress Zone,STATE,EHI (in shade °C),EHI_350 (in shade °C),EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
2025-05-21 01:43:40,WEST_GODAVARI,BHIMAVARAM,,27.4,100.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,33.2,65.4,33.2,Zone 4,64.4,Zone 5,54.9,Zone 5,66.9,Zone 5,62.3,Zone 5,68.7,Zone 5,65.4,Zone 5,71.1,Zone 6
2025-05-21 01:43:40,WEST_GODAVARI,KV_GOPANNAPALEM_ELURU,,25.9,57.0,,Zone 4,,Zone 4,ANDHRA_PRADESH,26.0,40.1,26.0,Zone 4,39.0,Zone 4,31.1,Zone 4,47.2,Zone 5,35.7,Zone 4,59.2,Zone 5,40.1,Zone 4,61.7,Zone 5
2025-05-21 01:43:40,WEST_GODAVARI,MARUTERU,,27.9,99.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,34.6,66.0,34.6,Zone 4,65.1,Zone 5,58.6,Zone 5,67.5,Zone 5,63.1,Zone 5,69.2,Zone 5,66.0,Zone 5,72.3,Zone 6
2025-05-21 01:43:40,YSR_KADAPA,UTKURU_KVK,,25.4,97.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,27.9,61.1,27.9,Zone 4,60.0,Zone 5,35.1,Zone 4,63.2,Zone 5,52.6,Zone 5,65.5,Zone 5,61.1,Zone 5,67.2,Zone 5
2025-05-21 01:43:40,ANJAW,HAYULIANG_CIRCLE,,19.5,87.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,19.5,33.9,19.5,Zone 3,32.9,Zone 4,24.8,Zone 3,37.4,Zone 4,29.4,Zone 4,49.4,Zone 5,33.9,Zone 4,59.4,Zone 5
2025-05-21 01:43:40,DIBANG_VALLEY,ANINI,,15.4,100.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,15.0,29.6,15.0,Zone 3,28.8,Zone 4,21.8,Zone 3,33.0,Zone 4,25.2,Zone 3,37.4,Zone 5,29.6,Zone 4,49.4,Zone 5
2025-05-21 01:43:40,EAST_KAMENG,SEPPA_PAMPOLI,,22.6,92.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,23.4,43.4,23.4,Zone 3,39.0,Zone 5,28.8,Zone 4,54.8,Zone 5,34.2,Zone 4,60.9,Zone 5,43.4,Zone 5,63.2,Zone 5
2025-05-21 01:43:40,EAST_SIANG,PASHIGHAT,,22.8,94.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,24.1,48.2,24.1,Zone 3,43.5,Zone 5,29.8,Zone 4,58.7,Zone 5,35.4,Zone 4,61.8,Zone 5,48.2,Zone 5,64.0,Zone 5
2025-05-21 01:43:40,KAMLE,RAGA,,18.5,100.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,18.9,33.5,18.9,Zone 3,32.4,Zone 4,24.3,Zone 3,37.6,Zone 5,28.8,Zone 4,51.2,Zone 5,33.5,Zone 4,59.8,Zone 5
2025-05-21 01:43:40,KURUNG_KUMEY,KOLORAING,,19.4,100.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,20.2,35.0,20.2,Zone 3,33.8,Zone 4,25.1,Zone 3,42.6,Zone 5,30.1,Zone 4,56.1,Zone 5,35.0,Zone 4,60.8,Zone 5
2025-05-21 01:43:40,KURUNG_KUMEY,NYAPIN,,20.8,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,22.0,39.6,22.0,Zone 3,36.2,Zone 4,27.1,Zone 4,51.3,Zone 5,32.5,Zone 4,60.1,Zone 5,39.6,Zone 5,62.5,Zone 5
2025-05-21 01:43:40,PARVATHIPURAM_MANYAM,PALAKONDA,,27.9,86.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,32.0,63.0,32.0,Zone 4,62.0,Zone 5,41.2,Zone 5,64.8,Zone 5,59.5,Zone 5,66.9,Zone 5,63.0,Zone 5,68.5,Zone 5
2025-05-21 01:43:40,KURUNG_KUMEY,NYAPIN,,19.5,100.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,20.2,35.0,20.2,Zone 3,33.8,Zone 4,25.1,Zone 3,42.6,Zone 5,30.1,Zone 4,56.1,Zone 5,35.0,Zone 4,60.8,Zone 5
2025-05-21 01:43:40,NTR,VIJAYAWADA,,29.1,91.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,35.8,66.0,35.8,Zone 4,65.0,Zone 5,58.2,Zone 5,67.4,Zone 5,63.0,Zone 5,69.1,Zone 5,66.0,Zone 5,72.2,Zone 6
2025-05-21 01:43:40,NELLORE,NELLORE_KVK,,27.2,88.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,30.1,61.8,30.1,Zone 4,60.7,Zone 5,37.1,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-05-21 01:43:40,SOUTH_ANDAMAN,FERRARGUNJ,,25.2,82.0,,Zone 4,,Zone 5,ANDAMAN_AND_NICOBAR,26.0,51.7,26.0,Zone 4,46.9,Zone 5,32.0,Zone 4,59.7,Zone 5,37.5,Zone 4,62.4,Zone 5,51.7,Zone 5,64.5,Zone 5
2025-05-21 01:43:40,THRISSUR,VYANTHALA,,26.0,100.0,,Zone 4,,Zone 5,KERALA,29.3,62.7,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
2025-05-21 01:43:40,SOUTH_ANDAMAN,SHAHEED_DWEEP,,28.1,92.0,,Zone 4,,Zone 5,ANDAMAN_AND_NICOBAR,33.1,64.4,33.1,Zone 4,63.4,Zone 5,49.4,Zone 5,66.0,Zone 5,61.2,Zone 5,68.0,Zone 5,64.4,Zone 5,69.5,Zone 6
2025-05-21 01:43:40,SOUTH_ANDAMAN,SRI_VIJAYA_PURAM_AWS400,,24.9,98.0,,Zone 4,,Zone 5,ANDAMAN_AND_NICOBAR,27.1,60.5,27.1,Zone 4,59.4,Zone 5,34.1,Zone 4,62.6,Zone 5,49.3,Zone 5,65.0,Zone 5,60.5,Zone 5,66.8,Zone 5
2025-05-21 01:43:40,SOUTH_ANDAMAN,SWARAJ_DEEP,,27.2,82.0,,Zone 4,,Zone 5,ANDAMAN_AND_NICOBAR,29.4,60.4,29.4,Zone 4,59.3,Zone 5,36.0,Zone 4,62.5,Zone 5,48.8,Zone 5,64.9,Zone 5,60.4,Zone 5,66.7,Zone 5
2025-05-21 01:43:40,ALLURI_SITHARAMA_RAJU,ARAKU_VALLEY,,25.0,91.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,26.6,59.0,26.6,Zone 4,54.9,Zone 5,33.1,Zone 4,61.3,Zone 5,42.4,Zone 5,63.9,Zone 5,59.0,Zone 5,65.8,Zone 5
2025-05-21 01:43:40,ALLURI_SITHARAMA_RAJU,CHINTAPALLI_AMFU,,23.5,88.0,,Zone 3,,Zone 5,ANDHRA_PRADESH,24.4,46.8,24.4,Zone 3,42.1,Zone 5,30.1,Zone 4,57.6,Zone 5,35.5,Zone 4,61.5,Zone 5,46.8,Zone 5,63.8,Zone 5
2025-05-21 01:43:40,ANAKAPALLI,YELLAMANCHILLI_VSKP,,27.1,99.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,31.6,64.2,31.6,Zone 4,63.2,Zone 5,48.2,Zone 5,65.9,Zone 5,61.0,Zone 5,67.8,Zone 5,64.2,Zone 5,69.3,Zone 5
2025-05-21 01:43:40,ANANTAPUR,KH_GOVTDEGCOLLEGE_DHARMAVARAM,,25.4,100.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,28.2,61.8,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-05-21 01:43:40,BAPATLA,BAPATLA_AWS400,,24.8,100.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,27.2,60.9,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-05-21 01:43:40,BAPATLA,REPALLE,,27.3,96.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,32.5,64.5,32.5,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
2025-05-21 01:43:40,EAST_GODAVARI,KALAVACHARLA_KVK,,27.4,100.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,33.2,65.4,33.2,Zone 4,64.4,Zone 5,54.9,Zone 5,66.9,Zone 5,62.3,Zone 5,68.7,Zone 5,65.4,Zone 5,71.1,Zone 6
2025-05-21 01:43:40,ELURU,NUZVID,,24.5,87.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,25.5,52.7,25.5,Zone 4,47.9,Zone 5,31.7,Zone 4,59.9,Zone 5,37.3,Zone 4,62.6,Zone 5,52.7,Zone 5,64.7,Zone 5
2025-05-21 01:43:40,ELURU,VENKATARAMANNAGUDEM_KVK,,27.2,100.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,31.8,64.5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
2025-05-21 01:43:40,GUNTUR,LAM_AMFU,,27.2,90.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,30.3,62.2,30.3,Zone 4,61.2,Zone 5,37.5,Zone 4,64.1,Zone 5,57.5,Zone 5,66.3,Zone 5,62.2,Zone 5,68.0,Zone 5
2025-05-21 01:43:40,KAKINADA,KAKINADA,,27.3,96.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,32.5,64.5,32.5,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
2025-05-21 01:43:40,KAKINADA,PRATHIPADU,,27.2,96.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,31.2,63.6,31.2,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-05-21 01:43:40,KONASEEMA,AMBAJIPETA_ARG,,26.4,100.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,30.5,63.6,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-05-21 01:43:40,KONASEEMA,AMBAJIPETA_AWS,,26.4,98.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,30.2,63.1,30.2,Zone 4,62.1,Zone 5,41.8,Zone 5,64.9,Zone 5,59.7,Zone 5,67.0,Zone 5,63.1,Zone 5,68.5,Zone 5
2025-05-21 01:43:40,KRISHNA,KV_GOPALNAGAR_MACHILIPATNAM,,40.1,50.0,,Zone 5,,Zone 6,ANDHRA_PRADESH,62.8,73.6,62.8,Zone 5,72.2,Zone 6,67.2,Zone 5,75.7,Zone 6,70.1,Zone 6,79.2,Zone 6,73.6,Zone 6,82.6,Zone 6
2025-05-21 01:43:40,KURNOOL,BANAVASI_KVK,,25.4,99.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,28.1,61.6,28.1,Zone 4,60.5,Zone 5,35.4,Zone 4,63.5,Zone 5,54.6,Zone 5,65.8,Zone 5,61.6,Zone 5,67.5,Zone 5
2025-05-21 01:43:40,NTR,NANDIGAMA,,28.3,90.0,,Zone 4,,Zone 5,ANDHRA_PRADESH,34.1,64.8,34.1,Zone 4,63.9,Zone 5,51.8,Zone 5,66.4,Zone 5,61.7,Zone 5,68.3,Zone 5,64.8,Zone 5,70.2,Zone 6
2025-05-21 01:43:40,NORTH_DELHI,DELHI_UNIVERSITY,,31.9,66.0,,Zone 4,,Zone 5,DELHI,37.6,64.4,37.6,Zone 4,63.4,Zone 5,49.2,Zone 5,66.0,Zone 5,61.2,Zone 5,67.9,Zone 5,64.4,Zone 5,69.5,Zone 6
2025-05-21 01:43:40,LOHIT,SUNPURA,,23.0,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,24.3,53.0,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
2025-05-21 01:43:40,LONGDING,LONGDING,,23.7,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,24.8,56.4,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
2025-05-21 01:43:40,BARPETA,BARPETA,,25.1,99.0,,Zone 4,,Zone 5,ASSAM,27.1,60.7,27.1,Zone 4,59.6,Zone 5,34.2,Zone 4,62.8,Zone 5,50.3,Zone 5,65.1,Zone 5,60.7,Zone 5,66.9,Zone 5
2025-05-21 01:43:40,BARPETA,BARPETA_KVK,,25.3,100.0,,Zone 4,,Zone 5,ASSAM,28.2,61.8,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-05-21 01:43:40,BONGAIGAON,BONGAIGAON,,25.0,78.0,,Zone 4,,Zone 5,ASSAM,25.8,48.1,25.8,Zone 4,43.4,Zone 5,31.6,Zone 4,58.6,Zone 5,36.9,Zone 4,61.8,Zone 5,48.1,Zone 5,64.0,Zone 5
2025-05-21 01:43:40,BONGAIGAON,MANIKPUR,,24.9,100.0,,Zone 4,,Zone 5,ASSAM,27.2,60.9,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-05-21 01:43:40,CACHAR,CACHER_KVK,,24.1,89.0,,Zone 3,,Zone 5,ASSAM,25.0,51.0,25.0,Zone 3,46.2,Zone 5,31.0,Zone 4,59.5,Zone 5,36.6,Zone 4,62.3,Zone 5,51.0,Zone 5,64.4,Zone 5
2025-05-21 01:43:40,CACHAR,SILCHAR_JNS_COLLEGE,,23.6,99.0,,Zone 3,,Zone 5,ASSAM,24.8,55.6,24.8,Zone 3,51.0,Zone 5,31.1,Zone 4,60.5,Zone 5,38.4,Zone 5,63.1,Zone 5,55.6,Zone 5,65.2,Zone 5
2025-05-21 01:43:40,CHARAIDEO,SONARI_AEGCL,,23.8,100.0,,Zone 4,,Zone 5,ASSAM,25.4,59.1,25.4,Zone 4,55.3,Zone 5,32.2,Zone 4,61.4,Zone 5,42.9,Zone 5,64.0,Zone 5,59.1,Zone 5,65.9,Zone 5
2025-05-21 01:43:40,CHIRANG,KAJALGAON,,25.5,99.0,,Zone 4,,Zone 5,ASSAM,28.1,61.6,28.1,Zone 4,60.5,Zone 5,35.4,Zone 4,63.5,Zone 5,54.6,Zone 5,65.8,Zone 5,61.6,Zone 5,67.5,Zone 5
2025-05-21 01:43:40,DARRANG,GARUKHUTI,,24.2,99.0,,Zone 4,,Zone 5,ASSAM,25.4,58.8,25.4,Zone 4,54.5,Zone 5,32.1,Zone 4,61.3,Zone 5,42.0,Zone 5,63.8,Zone 5,58.8,Zone 5,65.8,Zone 5
2025-05-21 01:43:40,DHEMAJI,SILAPATHAR_SCIENCE_COLLEGE,,23.1,100.0,,Zone 3,,Zone 5,ASSAM,24.3,53.0,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
2025-05-21 01:43:40,DHUBRI,AGOMANI,,25.2,99.0,,Zone 4,,Zone 5,ASSAM,27.1,60.7,27.1,Zone 4,59.6,Zone 5,34.2,Zone 4,62.8,Zone 5,50.3,Zone 5,65.1,Zone 5,60.7,Zone 5,66.9,Zone 5
2025-05-21 01:43:40,DHUBRI,BN_COLLEGE,,25.1,99.0,,Zone 4,,Zone 5,ASSAM,27.1,60.7,27.1,Zone 4,59.6,Zone 5,34.2,Zone 4,62.8,Zone 5,50.3,Zone 5,65.1,Zone 5,60.7,Zone 5,66.9,Zone 5
2025-05-21 01:43:40,DHUBRI,DHUBRI_KVK,,26.0,91.0,,Zone 4,,Zone 5,ASSAM,28.4,60.7,28.4,Zone 4,59.6,Zone 5,35.3,Zone 4,62.8,Zone 5,50.5,Zone 5,65.2,Zone 5,60.7,Zone 5,67.0,Zone 5
2025-05-21 01:43:40,DHUBRI,GAURIPUR_AEGCL,,25.2,100.0,,Zone 4,,Zone 5,ASSAM,27.2,60.9,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-05-21 01:43:40,DIBRUGARH,DC_OFC_DIBRUGARH,,23.5,100.0,,Zone 3,,Zone 5,ASSAM,24.8,56.4,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
2025-05-21 01:43:40,DIBRUGARH,DIBRUGARH,,23.2,99.0,,Zone 3,,Zone 5,ASSAM,24.3,52.2,24.3,Zone 3,47.4,Zone 5,30.2,Zone 4,59.8,Zone 5,36.0,Zone 4,62.5,Zone 5,52.2,Zone 5,64.6,Zone 5
2025-05-21 01:43:40,DIMA_HASAO,HAFLONG_AEGCL,,21.8,96.0,,Zone 3,,Zone 5,ASSAM,23.0,43.1,23.0,Zone 3,38.8,Zone 5,28.3,Zone 4,54.6,Zone 5,33.8,Zone 4,60.8,Zone 5,43.1,Zone 5,63.1,Zone 5
2025-05-21 01:43:40,DIMA_HASAO,LKHEP,,23.2,100.0,,Zone 3,,Zone 5,ASSAM,24.3,53.0,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
2025-05-21 01:43:40,GOALPARA,AGIA_AEGCL,,25.0,96.0,,Zone 4,,Zone 5,ASSAM,26.9,60.1,26.9,Zone 4,58.8,Zone 5,33.8,Zone 4,62.2,Zone 5,47.3,Zone 5,64.7,Zone 5,60.1,Zone 5,66.5,Zone 5
2025-05-21 01:43:40,GOALPARA,DUDHNOI_KVK,,24.5,100.0,,Zone 4,,Zone 5,ASSAM,26.3,60.0,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
2025-05-21 01:43:40,GOLAGHAT,CNB_COLLAGE_BOKAKHAT,,24.2,95.0,,Zone 3,,Zone 5,ASSAM,25.2,55.9,25.2,Zone 3,51.3,Zone 5,31.6,Zone 4,60.6,Zone 5,38.6,Zone 5,63.2,Zone 5,55.9,Zone 5,65.2,Zone 5
2025-05-21 01:43:40,BARPETA,BAJALI_UNIVERSITY,,25.3,96.0,,Zone 4,,Zone 5,ASSAM,27.9,60.9,27.9,Zone 4,59.8,Zone 5,34.9,Zone 4,63.0,Zone 5,51.5,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-05-21 01:43:40,LOHIT,WAKRO,,21.8,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,23.2,46.0,23.2,Zone 3,41.4,Zone 5,28.6,Zone 4,57.0,Zone 5,34.2,Zone 4,61.4,Zone 5,46.0,Zone 5,63.6,Zone 5
2025-05-21 01:43:40,BAKSA,MUSHALPUR,,26.6,100.0,,Zone 4,,Zone 5,ASSAM,30.5,63.6,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-05-21 01:43:40,WEST_SIANG,KAYING,,21.3,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,22.6,42.7,22.6,Zone 3,38.4,Zone 5,27.8,Zone 4,54.2,Zone 5,33.3,Zone 4,60.7,Zone 5,42.7,Zone 5,63.1,Zone 5
2025-05-21 01:43:40,LONGDING,LONGDING_NEW,,20.7,88.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,20.9,35.5,20.9,Zone 3,34.4,Zone 4,25.8,Zone 4,41.1,Zone 5,30.8,Zone 4,54.7,Zone 5,35.5,Zone 4,60.5,Zone 5
2025-05-21 01:43:40,LOWER_SIANG,KANGKU,,22.5,95.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,23.5,45.6,23.5,Zone 3,41.1,Zone 5,29.0,Zone 4,56.7,Zone 5,34.6,Zone 4,61.3,Zone 5,45.6,Zone 5,63.6,Zone 5
2025-05-21 01:43:40,LOWER_SIANG,NARI,,22.6,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,23.7,49.5,23.7,Zone 3,44.7,Zone 5,29.4,Zone 4,59.2,Zone 5,35.1,Zone 4,62.0,Zone 5,49.5,Zone 5,64.2,Zone 5
2025-05-21 01:43:40,LOWER_SUBANSIRI,DEED,,18.3,100.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,18.9,33.5,18.9,Zone 3,32.4,Zone 4,24.3,Zone 3,37.6,Zone 5,28.8,Zone 4,51.2,Zone 5,33.5,Zone 4,59.8,Zone 5
2025-05-21 01:43:40,LOWER_SUBANSIRI,YAZALI,,20.6,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,21.4,36.8,21.4,Zone 3,35.4,Zone 4,26.4,Zone 4,48.3,Zone 5,31.6,Zone 4,59.5,Zone 5,36.8,Zone 5,61.9,Zone 5
2025-05-21 01:43:40,NAMSAI,LEKANG,,22.0,94.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,22.9,41.6,22.9,Zone 3,37.5,Zone 5,28.2,Zone 4,53.3,Zone 5,33.6,Zone 4,60.5,Zone 5,41.6,Zone 5,62.9,Zone 5
2025-05-21 01:43:40,NAMSAI,NAMSAI_KVK,,22.9,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,24.3,53.0,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
2025-05-21 01:43:40,PAKKE_KESANG,PAKKE_KESANG,,17.3,100.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,17.6,32.1,17.6,Zone 3,31.1,Zone 4,23.5,Zone 3,35.6,Zone 4,27.5,Zone 4,46.2,Zone 5,32.1,Zone 4,57.8,Zone 5
2025-05-21 01:43:40,PAPUMPARE,ITANAGAR,,23.1,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,24.3,53.0,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
2025-05-21 01:43:40,SIANG,BOLENG,,21.0,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,22.0,39.6,22.0,Zone 3,36.2,Zone 4,27.1,Zone 4,51.3,Zone 5,32.5,Zone 4,60.1,Zone 5,39.6,Zone 5,62.5,Zone 5
2025-05-21 01:43:40,SIANG,PANGIN_CIRCLE,,21.1,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,22.0,39.6,22.0,Zone 3,36.2,Zone 4,27.1,Zone 4,51.3,Zone 5,32.5,Zone 4,60.1,Zone 5,39.6,Zone 5,62.5,Zone 5
2025-05-21 01:43:40,TIRAP,DEOMALI,,23.6,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,24.8,56.4,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
2025-05-21 01:43:40,TIRAP,LAJU,,17.4,88.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,17.0,31.4,17.0,Zone 3,30.5,Zone 4,23.2,Zone 3,34.8,Zone 4,27.1,Zone 4,40.7,Zone 5,31.4,Zone 4,52.9,Zone 5
2025-05-21 01:43:40,UPPER_SIANG,GEKU,,21.6,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,22.6,42.7,22.6,Zone 3,38.4,Zone 5,27.8,Zone 4,54.2,Zone 5,33.3,Zone 4,60.7,Zone 5,42.7,Zone 5,63.1,Zone 5
2025-05-21 01:43:40,UPPER_SIANG,TUTING,,19.6,99.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,20.1,34.9,20.1,Zone 3,33.8,Zone 4,25.1,Zone 3,42.0,Zone 5,30.1,Zone 4,55.6,Zone 5,34.9,Zone 4,60.7,Zone 5
2025-05-21 01:43:40,UPPER_SUBHANSERI,DAPORIJO,,24.8,92.0,,Zone 4,,Zone 5,ARUNACHAL_PRADESH,26.6,59.2,26.6,Zone 4,55.7,Zone 5,33.2,Zone 4,61.5,Zone 5,43.3,Zone 5,64.0,Zone 5,59.2,Zone 5,66.0,Zone 5
2025-05-21 01:43:40,WEST_KAMENG,DIRANG,,19.4,93.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,19.8,34.4,19.8,Zone 3,33.3,Zone 4,25.0,Zone 3,38.9,Zone 5,29.7,Zone 4,52.5,Zone 5,34.4,Zone 4,60.0,Zone 5
2025-05-21 01:43:40,WEST_KAMENG,DIRANG,,17.3,93.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,17.3,31.6,17.3,Zone 3,30.8,Zone 4,23.4,Zone 3,35.1,Zone 4,27.2,Zone 4,42.9,Zone 5,31.6,Zone 4,55.0,Zone 5
2025-05-21 01:43:40,WEST_KAMENG,KALAKTANG,,17.4,100.0,,Zone 3,,Zone 4,ARUNACHAL_PRADESH,17.6,32.1,17.6,Zone 3,31.1,Zone 4,23.5,Zone 3,35.6,Zone 4,27.5,Zone 4,46.2,Zone 5,32.1,Zone 4,57.8,Zone 5
2025-05-21 01:43:40,WEST_SIANG,ALONG,,22.6,99.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,23.7,48.7,23.7,Zone 3,44.0,Zone 5,29.3,Zone 4,59.0,Zone 5,35.0,Zone 4,61.9,Zone 5,48.7,Zone 5,64.1,Zone 5
2025-05-21 01:43:40,WEST_SIANG,KAMBA,,22.0,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,23.2,46.0,23.2,Zone 3,41.4,Zone 5,28.6,Zone 4,57.0,Zone 5,34.2,Zone 4,61.4,Zone 5,46.0,Zone 5,63.6,Zone 5
2025-05-21 01:43:40,WEST_SIANG,YOMCHA,,20.6,100.0,,Zone 3,,Zone 5,ARUNACHAL_PRADESH,21.4,36.8,21.4,Zone 3,35.4,Zone 4,26.4,Zone 4,48.3,Zone 5,31.6,Zone 4,59.5,Zone 5,36.8,Zone 5,61.9,Zone 5
2025-05-21 01:43:40,NORTH_WEST_DELHI,MUNGESHPUR,,32.5,63.0,,Zone 4,,Zone 5,DELHI,38.0,64.3,38.0,Zone 4,63.3,Zone 5,48.6,Zone 5,66.0,Zone 5,61.1,Zone 5,67.9,Zone 5,64.3,Zone 5,69.3,Zone 5
